building_id,uid_a,uid_b,shared_boundary_m,angle_deg,vertical_separation_m,merged_same_plane,same_building_part
DEBW522AA0002574d,S0128,S0136,1.4956603896904372,12.909236147098564,0.00044834901257218007,False,True
DEBW522AA0002574d,S0128,S0144,0.5969198626194319,32.17403083852359,3.2337067826785244,False,True
DEBW522AA0002574d,S0129,S0134,0.5883026434781295,32.196837261876055,1.5415550345867928,False,True
DEBW522AA0002574d,S0130,S0131,1.5109268674533372,0.04465136194354933,1.8400078914737605e-05,True,True
DEBW522AA0002574d,S0130,S0133,1.4904026297977728,12.807684871611883,0.00368498028274189,False,True
DEBW522AA0002574d,S0130,S0134,0.23335618054307217,70.70517524784796,2.8365094173214516,False,True
DEBW522AA0002574d,S0131,S0144,0.23323807586129394,70.66478323555376,5.309972659298552,False,True
DEBW522AA0002574d,S0132,S0133,1.5433081349042994,0.04015668053554114,6.788945029256865e-06,True,True
DEBW522AA0002574d,S0132,S0144,0.37735924538690735,57.93381723520707,4.64165967568195,False,True
DEBW522AA0002574d,S0133,S0134,0.07433978372637659,57.89749037623608,2.532132380544766,False,True
DEBW522AA0002574d,S0134,S0136,0.6688879105911856,19.264794691425024,1.1037915733261912,False,True
DEBW522AA0002574d,S0134,S0137,0.6964203680338483,6.453264013719852,0.8998992877843648,False,True
DEBW522AA0002574d,S0134,S0144,2.425283488251059,0.0,1.9999999999998863,False,True
DEBW522AA0002574d,S0135,S0143,49.686881546679885,0.0,3.46000000000015,False,True
DEBW522AA0002574d,S0135,S0144,101.23510584629625,0.0,7.250000000000199,False,True
DEBW522AA0002574d,S0136,S0137,1.4904026297977728,12.811530677705099,0.0011882314154547657,False,True
DEBW522AA0002574d,S0136,S0144,0.6604376713187039,19.264794691425024,3.0852108699331495,False,True
DEBW522AA0002574d,S0137,S0144,0.7049113419819274,6.453264013719852,2.856836547222059,False,True
DEBW522AA0002574d,S0138,S0139,25.419577101288606,0.015465688082006206,9.361952493236458e-07,True,True
DEBW522AA0002574d,S0139,S0141,0.5197114585733904,26.87057203606597,0.0027994745645969488,False,True
DEBW522AA0002574d,S0141,S0147,15.108133571063759,26.847180538484178,0.004943700164517395,False,True
DEBW522AA0002574d,S0141,S0148,0.5109862712118336,26.854229017110043,0.0018443487418267068,False,True
DEBW522AA0002574d,S0142,S0145,1.7253985048845901,26.856059500683404,0.0023287654416321857,False,True
DEBW522AA0002574d,S0142,S0146,0.5110869551357846,26.862877171194462,0.002488540822810137,False,True
DEBW522AA0002574d,S0145,S0146,22.33064486328103,0.007518581306761474,1.6430186633442645e-07,True,True
DEBW522AA0002574d,S0146,S0147,22.79331700272179,0.010318200130112271,6.985324603192566e-07,True,True
DEBW522AA0002574d,S0147,S0148,25.410942524379017,0.015633337661317113,5.392155912886665e-07,True,True
DEBW522AA0000e41a,S0153,S0158,20.068906297864697,0.0,3.5,False,True
DEBW522AA0000e41a,S0154,S0159,3.4368590312874385,0.0,3.1999999999999886,False,True
DEBW522AA0000e41a,S0154,S0161,1.39086304176042,0.0,6.399999999999977,False,True
DEBW522AA0000e41a,S0155,S0160,9.713753136312222,0.0,3.1999999999999886,False,True
DEBW522AA0000e41a,S0155,S0161,1.4131525041136408,0.0,6.399999999999977,False,True
