building_id,physical_facet_uid,usable_area_m2,gross_area_3d_m2,gross_area_plan_m2,tilt_deg,source_surface_count,modules
DEBW522AA0000006d,DEBW522AA0000006d_PF001,66.25070000124171,66.25070000124171,66.25070000124171,0.0,1,26
DEBW522AA0000006d,DEBW522AA0000006d_PF002,206.88326931878234,208.82334999974344,208.82334999974344,0.0,2,88
DEBW522AA0000006d,DEBW522AA0000006d_PF003,1259.9602114871311,1345.309699993209,1345.309699993209,0.0,1,558
DEBW522AA0000006d,DEBW522AA0000006d_PF004,2.433783227793414,23.640600965437326,3.3538999967220207,81.8439110004074,2,0
DEBW522AA0000006d,DEBW522AA0000006d_PF005,0.8652505997672923,2.4764000000873,2.4764000000873,0.0,1,0
DEBW522AA0000006d,DEBW522AA0000006d_PF006,626.5435594211941,731.5537000082261,731.5537000082256,0.0,3,243
DEBW522AA0000006d,DEBW522AA0000006d_PF007,300.4476350773328,305.6194500069749,305.6194500069749,0.0,1,134
DEBW522AA0000006d,DEBW522AA0000006d_PF008,0.9853111118574297,2.663700000064809,2.6637000000648086,0.0,1,0
DEBW522AA0000006d,DEBW522AA0000006d_PF009,0.6973017801067807,2.2066999995639898,2.2066999995639898,0.0,1,0
DEBW522AA0000006d,DEBW522AA0000006d_PF010,180.05073833815342,187.96474999286298,187.96474999286298,0.0,1,81
DEBW522AA0000006d,DEBW522AA0000006d_PF011,46.10597186127791,49.04054999919077,49.04054999919077,0.0,1,17
DEBW522AA0000006d,DEBW522AA0000006d_PF012,250.38663340871526,252.52429999551006,252.52429999550998,0.0,1,115
DEBW522AA0000006d,DEBW522AA0000006d_PF013,46.56248943845416,48.86895000039997,48.86895000039997,0.0,1,17
DEBW522AA0000006d,DEBW522AA0000006d_PF014,22.93114824940941,28.05775000101328,28.05775000101328,0.0,1,7
DEBW522AA0000006d,DEBW522AA0000006d_PF015,34.02590607120678,44.06029999868943,44.06029999868943,0.0,1,10
DEBW522AA0000006d,DEBW522AA0000006d_PF016,8.358083136888485,11.061399999966518,11.061399999966518,0.0,1,2
DEBW522AA0000006d,DEBW522AA0000006d_PF017,86.20307125297653,90.78935000061698,90.78935000061696,0.0,1,35
DEBW522AA0000006d,DEBW522AA0000006d_PF018,15.549598316750199,24.84350795409991,3.5369000054057835,81.81515238819595,2,0
DEBW522AA0000006d,DEBW522AA0000006d_PF019,8.804460835902017,14.123718614580671,5.8552499955071085,65.50784903641188,2,0
DEBW522AA0000006d,DEBW522AA0000006d_PF020,81.6275032687947,98.82125000150351,98.82125000150353,0.0,1,29
DEBW522AA0000006d,DEBW522AA0000006d_PF021,8.196890165655232,13.978915424547006,9.148500006386655,49.12204727904304,2,0
DEBW522AA0000006d,DEBW522AA0000006d_PF022,1.4841479523533363,14.636315888104859,6.098999993581884,65.37337761298647,2,0
DEBW522AA0000006d,DEBW522AA0000006d_PF023,14.048470745409203,14.238262058215332,13.662199993510427,16.353812408767993,1,0
DEBW522AA0000006d,DEBW522AA0000006d_PF024,14.078396580212491,14.078396580212491,11.832500003190944,32.80999066958591,2,0
DEBW522AA0000006d,DEBW522AA0000006d_PF025,13.979027002931211,14.238260550040867,13.662200004083871,16.35379157540783,1,0
DEBW522AA0000006d,DEBW522AA0000006d_PF026,13.772224372710943,14.027699998727961,14.027699998727968,0.0,1,0
DEBW522AA0000006d,DEBW522AA0000006d_PF027,11.34894393000644,13.978957070471761,9.148499995780668,49.12219508194308,2,0
DEBW522AA0000006d,DEBW522AA0000006d_PF028,13.962523998017021,14.222477803156112,11.953600003302427,32.80996280918746,2,0
DEBW522AA0000006d,DEBW522AA0000006d_PF029,136.5338593746341,155.70660000192913,155.70660000192908,0.0,1,58
DEBW522AA00001e49,DEBW522AA00001e49_PF001,317.78001056934926,356.2722999953037,356.2722999953038,0.0,1,142
DEBW522AA00003661,DEBW522AA00003661_PF001,292.40756243536913,330.71685000054794,330.716850000548,0.0,1,130
DEBW522AA00007bc6,DEBW522AA00007bc6_PF001,146.30817415429374,186.74710001148443,186.7471000114844,0.0,1,51
DEBW522AA00007bc6,DEBW522AA00007bc6_PF002,53.03190000063655,53.03190000063655,53.03190000063655,0.0,1,20
DEBW522AA00007bc6,DEBW522AA00007bc6_PF003,484.7461661022662,489.36704999100476,489.3670499910046,0.0,1,221
DEBW522AA00007bc6,DEBW522AA00007bc6_PF004,452.59867390493656,499.16795002166947,499.16795002166947,0.0,1,197
DEBW522AA00007f7e,DEBW522AA00007f7e_PF001,19.54583481084404,31.1060000012574,31.106000001257403,0.0,1,5
DEBW522AA00007f7e,DEBW522AA00007f7e_PF002,4.4134811594961345,5.9659000017269515,5.9659000017269515,0.0,1,1
DEBW522AA00007f7e,DEBW522AA00007f7e_PF003,20.854431550606456,30.988450001104518,30.98845000110451,0.0,1,6
DEBW522AA00007f7e,DEBW522AA00007f7e_PF004,433.5240644202231,478.2519999994881,478.25199999948796,0.0,1,208
DEBW522AA00008bfa,DEBW522AA00008bfa_PF001,37.357916599027035,46.47510000311429,46.4751000031143,0.0,1,12
DEBW522AA00008bfa,DEBW522AA00008bfa_PF002,2.0373219419977517,13.639500000825585,13.639500000825617,0.0,1,0
DEBW522AA00008bfa,DEBW522AA00008bfa_PF003,10.448539590469654,14.929349997493532,14.929349997493532,0.0,1,3
DEBW522AA00008bfa,DEBW522AA00008bfa_PF004,377.3142989129801,390.8153500034259,390.81535000342586,0.0,1,168
DEBW522AA00008bfa,DEBW522AA00008bfa_PF005,12.089545249103125,12.962500000634464,12.962500000634464,0.0,1,3
