building_id,surface_uid,physical_facet_uid,component_size
DEBW522AA00027308,S0422,DEBW522AA00027308_PF001,5
DEBW522AA00027308,S0424,DEBW522AA00027308_PF001,5
DEBW522AA00027308,S0427,DEBW522AA00027308_PF001,5
DEBW522AA00027308,S0428,DEBW522AA00027308_PF001,5
DEBW522AA00027308,S0423,DEBW522AA00027308_PF002,6
DEBW522AA00027308,S0425,DEBW522AA00027308_PF002,6
DEBW522AA00027308,S0426,DEBW522AA00027308_PF002,6
DEBW522AA00027308,S0432,DEBW522AA00027308_PF002,6
DEBW522AA00027308,S0433,DEBW522AA00027308_PF002,6
DEBW522AA00027308,S0434,DEBW522AA00027308_PF002,6
DEBW522AA00027308,S0429,DEBW522AA00027308_PF003,1
DEBW522AA00027308,S0430,DEBW522AA00027308_PF004,1
DEBW522AA00027308,S0431,DEBW522AA00027308_PF005,1
DEBW522AA00015486,S0435,DEBW522AA00015486_PF001,1
DEBW522AA00015486,S0436,DEBW522AA00015486_PF002,1
DEBW522AA00015486,S0437,DEBW522AA00015486_PF003,1
DEBW522AA0000ea62,S0438,DEBW522AA0000ea62_PF001,4
DEBW522AA0000ea62,S0439,DEBW522AA0000ea62_PF001,4
DEBW522AA0000ea62,S0440,DEBW522AA0000ea62_PF001,4
DEBW522AA0000ea62,S0441,DEBW522AA0000ea62_PF001,4
DEBW522AA0000ea62,S0442,DEBW522AA0000ea62_PF002,1
DEBW522AA0000ea62,S0443,DEBW522AA0000ea62_PF003,1
DEBW522AA0000ea62,S0444,DEBW522AA0000ea62_PF004,1
DEBW522AA0000ea62,S0445,DEBW522AA0000ea62_PF005,1
DEBW522AA0000ea62,S0446,DEBW522AA0000ea62_PF006,1
DEBW522AA0000ea62,S0447,DEBW522AA0000ea62_PF007,2
DEBW522AA0000ea62,S0448,DEBW522AA0000ea62_PF007,2
DEBW522AA00042048,S0449,DEBW522AA00042048_PF001,1
DEBW522AA00003661,S0450,DEBW522AA00003661_PF001,1
