term,coef_pp,se_HC3,p_value,ci_low,ci_high
const,16.296314838979534,0.7009733457978942,1.486089074030332e-119,14.92243232709312,17.670197350865948
facet_density_per_100m2_gross3d_z,4.219599439556328,1.3991132862457563,0.0025620948328776245,1.477387788223166,6.96181109088949
log_area_z,-0.07777224641736669,0.8655629377392732,0.9284051141349069,-1.7742444307390273,1.618699937904294
