filename,bytes,sha256
CityGML_Alles_2018_11_27_07_15_56.zip,430797,1ba4a59dad49c76eb56197dad5d5ce3f559484d75b3d3971965d61098157ff91
2018-11-27_07-16-14_Liegenschaftskarte_ohne_Eigentuemer.xml,6360895,9d316fbbb1abe1a393b38f606e6d16504ec9a8e43aeed480480bb76b23323c8a
Auswertung.log,324,cbc6eb92446049688bd3adef91e4d6a1a09f77406c2974231ba9223571fda06b
Koordinatenreferenzsystem_EPSG_25832_ETRS89_UTM.txt,168,c38dc932828672f4a87e3d56a0fc5efbcfd750ed91336242c12e3c457a1277b5
