building_id,uid_a,uid_b,overlap_m2,overlap_fraction_smaller,angle_deg,vertical_separation_m,nested_coplanar,removed_uid
DEBW522AA0000c243,S0004,S0005,20.87928147481336,0.2983851448116344,0.0,17.819999999999993,False,
DEBW522AA0000c243,S0005,S0007,49.09498446262628,0.7016148551891982,0.0,24.340000000000032,False,
DEBW522AA0002574d,S0022,S0023,0.09980660794293239,0.9999999999999999,83.1002748688479,6.236749998566438,False,
DEBW522AA0002574d,S0022,S0024,0.10085565513672495,1.0,83.02996024105128,5.684250001041818,False,
DEBW522AA0002574d,S0022,S0025,0.36853452193032266,1.0,69.2325031326332,6.838500035740907,False,
DEBW522AA0002574d,S0022,S0026,0.4958604556438199,0.9999999999999999,19.25064747224864,8.697467839407238,False,
DEBW522AA0002574d,S0022,S0027,0.4957509107434632,1.0000000000000002,19.26474480487917,8.838496377328283,False,
DEBW522AA0002574d,S0022,S0028,1.043826228169265,1.0,6.447884901764275,8.92350429613731,False,
DEBW522AA0002574d,S0022,S0029,0.4605378027617339,0.9999999999999999,27.645572436300863,8.263345125506447,False,
DEBW522AA0002574d,S0022,S0030,0.4606682602367146,0.9999999999999999,27.62549549056821,8.457705525345716,False,
DEBW522AA0002574d,S0022,S0031,1.0091199115252756,1.0,13.877060322805367,8.605499999940207,False,
DEBW522AA0002574d,S0022,S0032,0.29585428329477664,1.0,55.32688935607256,7.287004755490841,False,
DEBW522AA0002574d,S0022,S0033,0.2948914655833518,1.0,55.42005155364362,7.6138983415626456,False,
DEBW522AA0002574d,S0022,S0034,0.38870712601589946,0.9999999999999999,41.58426395378487,7.832014199712717,False,
DEBW522AA0002574d,S0022,S0035,0.3894783167743646,0.9999999999999997,41.5379106111916,8.103985725572699,False,
DEBW522AA0002574d,S0022,S0037,0.1739064845951539,0.9999999999999997,70.66470613486077,7.032659335283228,False,
DEBW522AA0002574d,S0022,S0038,0.09590318508893142,1.0000000000000002,83.60655524210738,6.232499999365842,False,
DEBW522AA0002574d,S0022,S0039,0.09605752741760493,1.0000000000000004,83.59049760264516,5.6595000054254,False,
DEBW522AA0002574d,S0022,S0040,0.03564133178246638,0.3691938236589392,83.56456443189585,6.403929751964654,False,
DEBW522AA0002574d,S0022,S0041,0.37207018075287573,0.9999999999999999,44.931356819111194,7.8830124546209674,False,
DEBW522AA0002574d,S0022,S0042,0.37130462976147466,1.0000000000000002,44.980303024294784,8.173987463641737,False,
DEBW522AA0002574d,S0022,S0043,0.44399983929713394,1.0,32.233737050368035,8.352222926745554,False,
DEBW522AA0002574d,S0022,S0044,0.44493091676551205,0.9999999999999999,32.173994028767034,8.576836286673625,False,
DEBW522AA0002574d,S0022,S0045,0.17361290371845364,0.9999999999999999,70.70509866666274,6.6714597692485995,False,
DEBW522AA0002574d,S0022,S0046,0.2790896729144058,1.0,57.89749039658855,7.312988847984286,False,
DEBW522AA0002574d,S0022,S0047,0.2788560028363137,1.0000000000000002,57.9337584753644,7.650909636262213,False,
DEBW522AA0002574d,S0022,S0048,0.4606668435433248,0.9999999999999999,27.62559277530779,8.263294474775932,False,
DEBW522AA0002574d,S0022,S0049,0.45973925810552047,1.0000000000000002,27.678189548454235,8.457654875122756,False,
DEBW522AA0002574d,S0022,S0050,0.38848478996816344,1.0,41.58438065870519,7.832001013213812,False,
DEBW522AA0002574d,S0022,S0051,0.38925659532672363,1.0,41.53793918071612,8.1039990606738,False,
DEBW522AA0002574d,S0022,S0052,0.29563010983342036,1.0,55.36251032338563,7.28710158849006,False,
DEBW522AA0002574d,S0022,S0053,0.2951151526197615,1.0,55.38453322965928,7.613995217664325,False,
DEBW522AA0002574d,S0022,S0054,0.3687435379768613,1.0,69.23257067374983,6.838499965150049,False,
DEBW522AA0002574d,S0022,S0055,0.9198022487979344,1.0,27.751121939894745,8.359999971602463,False,
DEBW522AA0002574d,S0022,S0056,1.0096914272487296,1.0,13.797208617212025,8.60499998532569,False,
DEBW522AA0002574d,S0022,S0057,1.0391309830921058,0.9999999999999998,0.08235904315729435,8.688500000088396,False,
DEBW522AA0002574d,S0022,S0058,0.5046673716493487,1.0,13.877135576981471,8.55461381871126,False,
DEBW522AA0002574d,S0022,S0059,0.5054813041685114,1.0000000000000002,13.860347344701596,8.656386181304441,False,
DEBW522AA0002574d,S0022,S0060,0.38901431529166103,0.9999999999999999,41.55562619606035,8.103060455887231,False,
DEBW522AA0002574d,S0022,S0061,0.3888430484478962,1.0,41.58433288707781,7.831014261317193,False,
DEBW522AA0002574d,S0022,S0062,0.9205502309522863,0.9999999999999999,27.718472106572094,8.360000028414333,False,
DEBW522AA0002574d,S0022,S0063,0.5044487032286352,0.9999900142460196,13.887467101217469,8.656368044599049,False,
DEBW522AA0002574d,S0022,S0064,0.5045599187256871,1.0,13.87707070831325,8.554608217353547,False,
DEBW522AA0002574d,S0022,S0065,1.039225076191063,0.9999965009988585,0.0,8.688999999999993,False,
DEBW522AA0002574d,S0022,S0066,0.1008906133561932,1.0000000000000004,83.03000537623859,6.23675000066109,False,
DEBW522AA0002574d,S0022,S0067,0.1004407625766166,1.0,83.05686902585454,5.684249997577638,False,
DEBW522AA0002574d,S0022,S0068,0.10022059955058149,1.0,83.08582226288259,6.234249996359978,False,
DEBW522AA0002574d,S0022,S0069,0.09977069869379462,0.9999999999999994,83.11267841969223,5.680750000322831,False,
DEBW522AA0002574d,S0022,S0070,0.3686139524585972,1.0000000000000002,69.2616990282277,6.83700000000556,False,
DEBW522AA0002574d,S0022,S0071,0.29562973366489476,1.0,55.36251027260118,7.612898425383406,False,
DEBW522AA0002574d,S0022,S0072,0.29489110231518195,1.0,55.42010921724535,7.286101671189442,False,
DEBW522AA0002574d,S0022,S0073,0.46053572895589,1.0,27.718577219556902,8.26254428531206,False,
DEBW522AA0002574d,S0022,S0074,0.45986893649141036,1.0,27.73102481826389,8.457506471356737,False,
DEBW522AA0002574d,S0022,S0075,1.0081924132597042,0.999995304081352,13.810765638755033,8.605005598089917,False,
DEBW522AA0002574d,S0022,S0076,1.0404880079118746,0.9999936012972217,0.0,8.687999999999988,False,
DEBW522AA0002574d,S0022,S0077,0.5045573929229406,1.0,13.87716100033338,8.655391802617999,False,
DEBW522AA0002574d,S0022,S0078,0.5044519164529516,1.0000000000000002,13.887551177968877,8.553633885819153,False,
DEBW522AA0002574d,S0022,S0079,0.45990033390404456,1.0,27.678263721919066,8.456654914987752,False,
DEBW522AA0002574d,S0022,S0080,0.46003116693003243,1.0,27.658155921527108,8.262294485103752,False,
DEBW522AA0002574d,S0022,S0081,0.7772404410672707,1.0000000000000002,41.584528337434925,7.966999934458272,False,
DEBW522AA0002574d,S0022,S0082,0.29546030942162177,1.0,55.36269261824933,7.612912051040837,False,
DEBW522AA0002574d,S0022,S0083,0.29472166292925456,1.0,55.420295800713646,7.286087950082617,False,
DEBW522AA0002574d,S0022,S0084,0.18380945091864903,1.0000000000000002,69.30218177274011,6.99999999982964,False,
DEBW522AA0002574d,S0022,S0085,0.18430616082151818,0.9999999999999997,69.26182972595426,6.674000000784389,False,
DEBW522AA0002574d,S0022,S0086,0.38947812406938637,0.9999999999999999,41.53797475449467,8.102985787136845,False,
DEBW522AA0002574d,S0022,S0087,0.3887059896918236,1.0,41.58440336113481,7.831014212810828,False,
DEBW522AA0002574d,S0022,S0088,0.29489014381983264,1.0,55.420224508460805,7.612898328660577,False,
DEBW522AA0002574d,S0022,S0089,0.2956285507030865,1.0,55.36266105462692,7.286101670906078,False,
