building_id,building_name,n_facets,gross_roof_area_3d_m2,facet_density_per_100m2_gross3d,median_facet_area_m2,facet_area_cv,small_facet_area_share,mean_compactness,small_facet_threshold_m2,usable_area_m2,modules,packed_kwp,continuous_kwp,packing_shortfall_pct
DEBW522AA0000006d,08111000_0_032_31820_000,29,3807.8060129083874,0.7615934189318093,24.84350795409991,2.0681092019689604,0.001929405010342069,0.3459785261340292,3.9054959999999994,3600.3246126976296,1463,643.72,811.2377170976272,20.649646036793857
DEBW522AA00001e49,08111000_0_005_15860_000,1,356.2722999953037,0.2806841845445694,356.2722999953037,0.0,0.0,0.7153005910860969,3.9054959999999994,332.9224056904964,147,64.68,75.01523929550483,13.777519598106702
DEBW522AA00003661,08111000_0_003_15860_000,1,330.71685000054794,0.3023734653974671,330.71685000054794,0.0,0.0,0.6704560476802197,3.9054959999999994,307.477739953374,135,59.4,69.28195833742222,14.263393493143429
DEBW522AA00007bc6,08111000_0_015_31900_000,4,1228.3140000247952,0.3256496302996835,338.0570750012446,0.6288217481794467,0.0,0.43238743911391325,3.9054959999999994,1173.0926962675999,496,218.24,264.325343750317,17.435083256280347
DEBW522AA00007f7e,08111000_0_003_32960_000,4,546.312350003577,0.7321818736065202,31.04722500118096,1.4462868946901204,0.0,0.6565356509215652,3.9054959999999994,504.8069747311897,222,97.68,113.74487075737551,14.123600167995987
DEBW522AA00008bfa,08111000_0_006_30740_000,15,6507.644599952254,0.23049814367720778,61.1739500012923,1.6584089113679676,0.0,0.3872131758879172,3.9054959999999994,6336.836992701303,2782,1224.08,1427.8382447651072,14.270401112461261
DEBW522AA0000c243,08111000_0_030_31900_000,6,1396.47380001292,0.42965360323584223,76.75470000029108,1.14391316174563,0.0,0.46927488091256714,3.9054959999999994,1319.4901441189995,554,243.76,297.31212804333165,18.012089986294377
DEBW522AA0000cfb4,08111000_A_022_31900_000,4,3016.7186000028205,0.13259440240784343,814.5254250117096,0.7508929209669958,0.0,0.28516273961050637,3.9054959999999994,2866.2059224368127,1291,568.04,645.8235296475519,12.044084192782678
DEBW522AA0000dc32,08111000_0_010_15860_000,6,887.6516999989066,0.6759407997537087,57.80957500113223,1.2329686616195727,0.0,0.51137884147771,3.9054959999999994,848.6795181549343,336,147.84,191.22743333403548,22.688916845025286
DEBW522AA0000e41a,08111000_0_024_31900_000,9,328.82869999694896,2.7369873736944212,13.82509999879034,1.4239970427824349,0.0,0.43541410789825896,3.9054959999999994,307.3500030672476,105,46.2,69.25317621607547,33.28825835243673
DEBW522AA0000ea62,08111000_0_010_29280_000,7,4445.318529000316,0.15746903071924956,362.64977900904046,0.9109295054661047,0.0,0.44421144706819315,3.9054959999999994,4350.211985686946,1852,814.88,980.2049592176032,16.866366331136007
DEBW522AA00010752,08111000_0_017_31900_000,6,698.3187000004266,0.8592065485281054,65.23190000175865,0.8719530503698628,0.0,0.47869911791126235,3.9054959999999994,654.6721336524712,271,119.24,147.51301182082244,19.16645282462569
DEBW522AA00014ad3,08111000_0_008_15860_000,17,1715.3931500228975,0.99102645943136,64.89580000924137,1.2886657884237518,0.000344585729540542,0.4168009443296566,3.9054959999999994,1597.0887284797427,648,285.12,359.86161067945625,20.769542641221516
DEBW522AA00015486,08111000_0_007_02930_000,3,2787.134299982142,0.10763743964613481,870.1058000001598,0.2880664567015401,0.0,0.29868724423490906,3.9054959999999994,2707.2792791812462,1187,522.28,610.013623283572,14.382239991841628
DEBW522AA00016048,08111000_0_025_31900_000,9,3390.092000008018,0.26547952090912913,286.2497000104305,0.7500415125311148,0.0,0.4342766361137817,3.9054959999999994,3298.6013753869465,1342,590.48,743.2523833952239,20.55457699272352
DEBW522AA00023026,08111000_0_026_31900_000,1,288.7054999961915,0.3463737268646394,288.7054999961915,0.0,0.0,0.5796959361696377,3.9054959999999994,265.52800309382326,119,52.36,59.8296971044304,12.484932175725937
DEBW522AA000241ff,08111000_0_032_31900_000,5,908.7691499898385,0.5501947331790376,51.44569999853535,1.079434249771339,0.0,0.47391067032077416,3.9054959999999994,851.0761374721126,346,152.24,191.76744796959443,20.61217812934637
DEBW522AA0002496d,08111000_0_011_15860_000,3,999.1878950626683,0.3002438294963374,288.8962274607748,0.3859905942436927,0.0,0.5306411346273957,3.9054959999999994,955.9788469033067,421,185.24,215.40449286720818,14.003650743628581
DEBW522AA0002574d,08111000_0_002_30740_000,79,5280.3596770896365,1.4961102051961401,1.045428475581775,3.4712645633080017,0.014391586421215014,0.6447394478815504,3.9054959999999994,5095.218789542796,2195,965.8,1148.0724944533706,15.876392417201469
DEBW522AA00027308,08111000_0_004_31900_000,5,6435.72620001121,0.07769131011184552,1211.1409000025321,0.6935521765965152,0.0,0.3725597923090218,3.9054959999999994,6260.884751965057,2890,1271.6,1410.7244205932489,9.861913394449019
DEBW522AA00027856,08111000_0_007_15860_000,1,468.23349999858215,0.213568657518744,468.23349999858215,0.0,0.0,0.6444883557283982,3.9054959999999994,440.06720264865834,198,87.12,99.15747918595216,12.139759183851384
DEBW522AA000330e9,08111000_0_004_32960_000,10,2182.2812670424123,0.4582360739206057,225.75523862469058,0.4413110208396508,0.0,0.5680281882278588,3.9054959999999994,2119.062644417932,957,421.08,477.4745965910042,11.811015076747788
DEBW522AA00034018,08111000_0_001_32960_000,3,86.00734999932888,3.488073984401809,25.674149998146834,0.4783593170299929,0.0,0.5756350293226911,3.9054959999999994,73.42707674566233,24,10.56,16.54484540150159,36.173474313385924
DEBW522AA0003e07e,08111000_0_009_15860_000,1,219.69770000244716,0.45517090073717714,219.69770000244716,0.0,0.0,0.7346407045335607,3.9054959999999994,201.66939555919274,84,36.96,45.4408526067085,18.663497976392417
DEBW522AA0003e900,08111000_0_023_31900_001,1,570.1791999981559,0.17538345839399863,570.1791999981559,0.0,0.0,0.4426114435089402,3.9054959999999994,532.3113984706739,226,99.44,119.94226358295928,17.093443937531404
DEBW522AA0003f70d,08111000_0_019_31900_000,3,296.0618500039069,1.0133017813542715,76.002400002625,0.7731831886237331,0.0,0.5187447020410197,3.9054959999999994,274.5353295201643,109,47.96,61.85925935598055,22.46916549064173
DEBW522AA00040850,08111000_0_014_32960_000,6,1013.3856000134531,0.5920747245589781,37.47967500407226,1.5821888784532705,0.0,0.28475725217181047,3.9054959999999994,960.3206131603715,421,185.24,216.38279480535306,14.392454276860377
DEBW522AA00042048,08111000_A_009_15860_000,1,515.7208999936278,0.19390333027270293,515.7208999936278,0.0,0.0,0.6395633070402491,3.9054959999999994,485.8716885136681,215,94.6,109.47830592888279,13.590186478175648
DEBW522AA0004292e,08111000_0_015_31820_000,7,1541.838983624934,0.45400330866863153,120.12493411890785,1.0352479856977603,0.0,0.3903333026941139,3.9054959999999994,1423.9915123849355,588,258.72,320.8587413477682,19.366385683230636
DEBW522AA00043753,08111000_0_013_15860_000,19,1330.628265282706,1.4278969187508765,43.582081850413914,1.0099851353179758,0.00542187033436484,0.4885077352667932,3.9054959999999994,1256.6479070562564,484,212.96,283.1522956903568,24.78959088755406
DEBW522AA00043ffc,08111000_0_002_02930_000,74,12374.802623060086,0.5979893357014289,0.8549076393663254,2.429079762852623,0.0013428014860078293,0.503936488552237,3.9054959999999994,12185.834169910908,5479,2410.76,2745.7547183562856,12.200460445965334
