building_id,building_name,physical_facet_uid,source_surface_uids,source_surface_count,part_ids,plan_wkt,area_plan,area_3d,tilt_deg
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF013,S0041|S0042,2,DEBW522AA0002574e,"POLYGON ((513309.99 5403322.01, 513310.77 5403323.28, 513311.2 5403323.02, 513310.41 5403321.75, 513309.99 5403322.01))",0.7438500001916895,1.050704717406543,44.93135685682248
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF014,S0043|S0044,2,DEBW522AA0002574e,"POLYGON ((513309.48 5403322.32, 513310.27 5403323.59, 513310.77 5403323.28, 513309.99 5403322.01, 513309.48 5403322.32))",0.8847000000692904,1.0458939622648113,32.233737066599915
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF015,S0046|S0047,2,DEBW522AA0002574e,"POLYGON ((513310.41 5403321.75, 513311.2 5403323.02, 513311.52 5403322.82, 513310.73 5403321.55, 513310.41 5403321.75))",0.5643999998015584,1.062028795576051,57.89749034845831
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF016,S0048|S0049,2,DEBW522AA0002574e,"POLYGON ((513297.62 5403329.66, 513298.4 5403330.93, 513298.93 5403330.61, 513298.14 5403329.34, 513297.62 5403329.66))",0.9179499998719083,1.0360649866417866,27.625592815771622
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF017,S0050|S0051,2,DEBW522AA0002574e,"POLYGON ((513298.14 5403329.34, 513298.93 5403330.61, 513299.37 5403330.33, 513298.59 5403329.06, 513298.14 5403329.34))",0.7849500004219123,1.0494277806541805,41.584380590001004
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF018,S0052|S0053,2,DEBW522AA0002574e,"POLYGON ((513298.59 5403329.06, 513299.37 5403330.33, 513299.71 5403330.13, 513298.92 5403328.85, 513298.59 5403329.06))",0.5880500001736102,1.034603093072868,55.36251027030682
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF019,S0054,1,DEBW522AA0002574e,"POLYGON ((513298.92 5403328.85, 513299.71 5403330.13, 513299.92 5403330, 513299.13 5403328.72, 513298.92 5403328.85))",0.371499999957101,1.0477317570289473,69.2325706764309
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF020,S0055,1,DEBW522AA0002574e,"POLYGON ((513295.35 5403331.06, 513296.14 5403332.33, 513296.66 5403332.01, 513295.88 5403330.74, 513295.35 5403331.06))",0.9179499998719083,1.0372568139917906,27.75112194821917
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF021,S0056,1,DEBW522AA0002574e,"POLYGON ((513295.88 5403330.74, 513296.66 5403332.01, 513297.24 5403331.65, 513296.45 5403330.38, 513295.88 5403330.74))",1.0128499999139224,1.0429431872077002,13.797208638883943
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF022,S0057,1,DEBW522AA0002574e,"POLYGON ((513296.45 5403330.38, 513297.24 5403331.65, 513297.83 5403331.29, 513297.04 5403330.02, 513296.45 5403330.38))",1.0337000005490962,1.0337010684776895,0.08235904316614498
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF023,S0058|S0059,2,DEBW522AA0002574e,"POLYGON ((513297.04 5403330.02, 513297.83 5403331.29, 513298.4 5403330.93, 513297.62 5403329.66, 513297.04 5403330.02))",1.0128499999348775,1.0433016061104556,13.877135605706188
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF024,S0060|S0061,2,DEBW522AA0002574e,"POLYGON ((513300.59 5403327.82, 513301.38 5403329.09, 513301.82 5403328.82, 513301.03 5403327.55, 513300.59 5403327.82))",0.7721000000202097,1.0317888021903037,41.55562622595898
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF025,S0062,1,DEBW522AA0002574e,"POLYGON ((513301.03 5403327.55, 513301.82 5403328.82, 513302.34 5403328.5, 513301.56 5403327.23, 513301.03 5403327.55))",0.9179499998719083,1.0369460796238676,27.71847210745994
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF026,S0063|S0064,2,DEBW522AA0002574e,"POLYGON ((513301.56 5403327.23, 513302.34 5403328.5, 513302.92 5403328.14, 513302.13 5403326.87, 513301.56 5403327.23))",1.012849999985227,1.0433481020187307,13.887467064714565
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF027,S0065,1,DEBW522AA0002574e,"POLYGON ((513302.13 5403326.87, 513302.92 5403328.14, 513303.51 5403327.77, 513302.72 5403326.5, 513302.13 5403326.87))",1.0415999998231187,1.0415999998231187,0.0
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF028,S0066|S0067,2,DEBW522AA0002574e,"POLYGON ((513299.25 5403328.65, 513299.13 5403328.72, 513299.92 5403330, 513300.03 5403329.92, 513299.25 5403328.65))",0.2054999997954583,1.6934551559782545,83.03000538940745
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF029,S0068|S0069,2,DEBW522AA0002574e,"POLYGON ((513300.04 5403328.16, 513299.93 5403328.23, 513300.71 5403329.5, 513300.83 5403329.43, 513300.04 5403328.16))",0.2010000001729932,1.669678021547564,83.08582224572893
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF030,S0070,1,DEBW522AA0002574e,"POLYGON ((513300.04 5403328.16, 513300.83 5403329.43, 513301.04 5403329.3, 513300.25 5403328.03, 513300.04 5403328.16))",0.3693999998085433,1.0432078733510475,69.26169906006528
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF031,S0071|S0072,2,DEBW522AA0002574e,"POLYGON ((513300.25 5403328.03, 513301.04 5403329.3, 513301.38 5403329.09, 513300.59 5403327.82, 513300.25 5403328.03))",0.5976999998467043,1.051581105349847,55.362510309510405
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF032,S0073|S0074,2,DEBW522AA0002574e,"POLYGON ((513291.94 5403333.18, 513292.72 5403334.44, 513293.25 5403334.12, 513292.46 5403332.85, 513291.94 5403333.18))",0.9192500004802714,1.0384156032426155,27.71857720260334
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF033,S0075,1,DEBW522AA0002574e,"POLYGON ((513291.37 5403333.53, 513292.15 5403334.8, 513292.72 5403334.44, 513291.94 5403333.18, 513291.37 5403333.53))",0.9979500000313971,1.0276602324543844,13.810766345724714
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF034,S0076,1,DEBW522AA0002574e,"POLYGON ((513290.77 5403333.9, 513291.56 5403335.17, 513292.15 5403334.8, 513291.37 5403333.53, 513290.77 5403333.9))",1.0460999998245155,1.0460999998245155,0.0
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF035,S0077|S0078,2,DEBW522AA0002574e,"POLYGON ((513290.2 5403334.25, 513290.98 5403335.52, 513291.56 5403335.17, 513290.77 5403333.9, 513290.2 5403334.25))",1.0049999994563403,1.035215706665506,13.8771610100736
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF036,S0079|S0080,2,DEBW522AA0002574e,"POLYGON ((513289.67 5403334.58, 513290.46 5403335.85, 513290.98 5403335.52, 513290.2 5403334.25, 513289.67 5403334.58))",0.925799999817554,1.045428475581775,27.678263740275778
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF037,S0081,1,DEBW522AA0002574e,"POLYGON ((513289.23 5403334.85, 513290.02 5403336.12, 513290.46 5403335.85, 513289.67 5403334.58, 513289.23 5403334.85))",0.7721000000359257,1.0322505161001876,41.584528298786914
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF038,S0082|S0083,2,DEBW522AA0002574e,"POLYGON ((513288.9 5403335.06, 513289.68 5403336.33, 513290.02 5403336.12, 513289.23 5403334.85, 513288.9 5403335.06))",0.5903000001233769,1.0385664804761356,55.36269258295445
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF039,S0084|S0085,2,DEBW522AA0002574e,"POLYGON ((513288.9 5403335.06, 513288.69 5403335.19, 513289.47 5403336.46, 513289.68 5403336.33, 513288.9 5403335.06))",0.3681000003026333,1.0414803351282147,69.30218175741466
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF040,S0086|S0087,2,DEBW522AA0002574e,"POLYGON ((513294.91 5403331.34, 513295.7 5403332.61, 513296.14 5403332.33, 513295.35 5403331.06, 513294.91 5403331.34))",0.780000000432483,1.0420613622298687,41.537974776854455
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF041,S0088|S0089,2,DEBW522AA0002574e,"POLYGON ((513294.57 5403331.54, 513295.36 5403332.82, 513295.7 5403332.61, 513294.91 5403331.34, 513294.57 5403331.54))",0.5954500001827372,1.0491528336460545,55.42022458501283
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF042,S0090,1,DEBW522AA0002574e,"POLYGON ((513294.36 5403331.67, 513295.15 5403332.95, 513295.36 5403332.82, 513294.57 5403331.54, 513294.36 5403331.67))",0.371499999957101,1.0491411527292587,69.26175597258245
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF043,S0091|S0092,2,DEBW522AA0002574e,"POLYGON ((513294.36 5403331.67, 513294.25 5403331.75, 513295.04 5403333.02, 513295.15 5403332.95, 513294.36 5403331.67))",0.19949999978893895,1.6572144924750885,83.08580865288712
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF044,S0093|S0094,2,DEBW522AA0002574e,"POLYGON ((513293.57 5403332.17, 513293.45 5403332.24, 513294.24 5403333.51, 513294.35 5403333.44, 513293.57 5403332.17))",0.20099999985692552,1.6667123227149245,83.07345914034784
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF045,S0095|S0096,2,DEBW522AA0002574e,"POLYGON ((513293.45 5403332.24, 513293.24 5403332.37, 513294.03 5403333.64, 513294.24 5403333.51, 513293.45 5403332.24))",0.3693999998085434,1.0451612535578358,69.30223927232493
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF046,S0097|S0098,2,DEBW522AA0002574e,"POLYGON ((513292.91 5403332.58, 513293.69 5403333.85, 513294.03 5403333.64, 513293.24 5403332.37, 513292.91 5403332.58))",0.5902999998544576,1.0376325977316851,55.32706171606392
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF047,S0099|S0100,2,DEBW522AA0002574e,"POLYGON ((513292.46 5403332.85, 513293.25 5403334.12, 513293.69 5403333.85, 513292.91 5403332.58, 513292.46 5403332.85))",0.7770999999957625,1.0379443592838995,41.52285156860725
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF048,S0101|S0102,2,DEBW522AA0002574e,"POLYGON ((513284.08 5403338.04, 513284.87 5403339.31, 513285.42 5403338.96, 513284.64 5403337.69, 513284.08 5403338.04))",0.9795999994416256,1.0376502996050185,19.255736302881754
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF049,S0103,1,DEBW522AA0002574e,"POLYGON ((513284.64 5403337.69, 513285.42 5403338.96, 513286.01 5403338.6, 513285.22 5403337.33, 513284.64 5403337.69))",1.0255499999925843,1.0321395745958577,6.477813409227975
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF050,S0104,1,DEBW522AA0002574e,"POLYGON ((513283.17 5403338.6, 513283.95 5403339.87, 513284.37 5403339.61, 513283.58 5403338.34, 513283.17 5403338.6))",0.7311500000367757,1.0342418395809796,45.01327165513263
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF051,S0105,1,DEBW522AA0002574e,"POLYGON ((513283.58 5403338.34, 513284.37 5403339.61, 513284.87 5403339.31, 513284.08 5403338.04, 513283.58 5403338.34))",0.8720000002237502,1.0300360262098145,32.15920842235052
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF052,S0106,1,DEBW522AA0002574e,"POLYGON ((513282.66 5403338.92, 513283.45 5403340.19, 513283.64 5403340.07, 513282.85 5403338.8, 513282.66 5403338.92))",0.3361000001877314,1.0195277402405423,70.75171187646268
DEBW522AA0002574d,08111000_0_002_30740_000,DEBW522AA0002574d_PF053,S0107,1,DEBW522AA0002574e,"POLYGON ((513282.85 5403338.8, 513283.64 5403340.07, 513283.95 5403339.87, 513283.17 5403338.6, 513282.85 5403338.8))",0.5570500003082445,1.0472708683634377,57.86565166832629
