building_id,building_name,n_facets,gross_roof_area_3d_m2,facet_density_per_100m2_gross3d,median_facet_area_m2,facet_area_cv,small_facet_area_share,mean_compactness,small_facet_threshold_m2,usable_area_m2,modules,packed_kwp,continuous_kwp,packing_shortfall_pct
DEBW522AA0000006d,08111000_0_032_31820_000,29,3807.8060129083874,0.7615934189318093,24.84350795409991,2.0681092019689604,0.001929405010342069,0.3459785261340292,3.9054959999999994,3600.3246126976296,1425,627.0,811.2377170976272,22.710694191682336
DEBW522AA00001e49,08111000_0_005_15860_000,1,356.2722999953037,0.2806841845445694,356.2722999953037,0.0,0.0,0.7153005910860969,3.9054959999999994,332.9224056904964,144,63.36,75.01523929550483,15.537162055288212
DEBW522AA00003661,08111000_0_003_15860_000,1,330.71685000054794,0.3023734653974671,330.71685000054794,0.0,0.0,0.6704560476802197,3.9054959999999994,307.477739953374,132,58.08,69.28195833742222,16.16865141551802
DEBW522AA00007bc6,08111000_0_015_31900_000,4,1228.3140000247952,0.3256496302996835,338.0570750012446,0.6288217481794467,0.0,0.43238743911391325,3.9054959999999994,1173.0926962675999,484,212.96,264.325343750317,19.432621564596154
DEBW522AA00007f7e,08111000_0_003_32960_000,4,546.312350003577,0.7321818736065202,31.04722500118096,1.4462868946901204,0.0,0.6565356509215652,3.9054959999999994,504.8069747311897,222,97.68,113.74487075737551,14.123600167995987
DEBW522AA00008bfa,08111000_0_006_30740_000,15,6507.644599952254,0.23049814367720778,61.1739500012923,1.6584089113679676,0.0,0.3872131758879172,3.9054959999999994,6336.836992701303,2682,1180.08,1427.8382447651072,17.35198266844756
DEBW522AA0000c243,08111000_0_030_31900_000,6,1396.47380001292,0.42965360323584223,76.75470000029108,1.14391316174563,0.0,0.46927488091256714,3.9054959999999994,1319.4901441189995,548,241.12,297.31212804333165,18.900045690413926
DEBW522AA0000cfb4,08111000_A_022_31900_000,4,3016.7186000028205,0.13259440240784343,814.5254250117096,0.7508929209669958,0.0,0.28516273961050637,3.9054959999999994,2866.2059224368127,1265,556.6,645.8235296475519,13.815465920890846
DEBW522AA0000dc32,08111000_0_010_15860_000,6,887.6516999989066,0.6759407997537087,57.80957500113223,1.2329686616195727,0.0,0.51137884147771,3.9054959999999994,848.6795181549343,327,143.88,191.22743333403548,24.75974942953354
DEBW522AA0000e41a,08111000_0_024_31900_000,9,328.82869999694896,2.7369873736944212,13.82509999879034,1.4239970427824349,0.0,0.43541410789825896,3.9054959999999994,307.3500030672476,103,45.32,69.25317621607547,34.558958193342704
DEBW522AA0000ea62,08111000_0_010_29280_000,7,4445.318529000316,0.15746903071924956,362.64977900904046,0.9109295054661047,0.0,0.44421144706819315,3.9054959999999994,4350.211985686946,1811,796.84,980.2049592176032,18.70679774605145
